image_path,label
dataset/images/img_0128.jpg,0
dataset/images/img_0129.jpg,0
dataset/images/img_0130.jpg,1
dataset/images/img_0131.jpg,0
dataset/images/img_0132.jpg,1
dataset/images/img_0133.jpg,1
dataset/images/img_0134.jpg,0
dataset/images/img_0135.jpg,1
dataset/images/img_0136.jpg,0
dataset/images/img_0137.jpg,1
dataset/images/img_0138.jpg,1
dataset/images/img_0139.jpg,1
dataset/images/img_0140.jpg,0
dataset/images/img_0141.jpg,1
dataset/images/img_0142.jpg,1
dataset/images/img_0143.jpg,1
dataset/images/img_0144.jpg,0
dataset/images/img_0145.jpg,0
dataset/images/img_0146.jpg,1
dataset/images/img_0147.jpg,1
dataset/images/img_0148.jpg,0
dataset/images/img_0149.jpg,1
dataset/images/img_0150.jpg,0
dataset/images/img_0151.jpg,1
dataset/images/img_0152.jpg,1
dataset/images/img_0153.jpg,1
dataset/images/img_0154.jpg,1
dataset/images/img_0155.jpg,1
dataset/images/img_0156.jpg,1
dataset/images/img_0157.jpg,1
dataset/images/img_0158.jpg,1
dataset/images/img_0159.jpg,1
dataset/images/img_0160.jpg,0
dataset/images/img_0161.jpg,1
dataset/images/img_0162.jpg,0
dataset/images/img_0163.jpg,0
dataset/images/img_0164.jpg,1
dataset/images/img_0165.jpg,1
dataset/images/img_0166.jpg,1
dataset/images/img_0167.jpg,1
dataset/images/img_0168.jpg,1
dataset/images/img_0169.jpg,1
dataset/images/img_0170.jpg,0
dataset/images/img_0171.jpg,0
dataset/images/img_0172.jpg,0
dataset/images/img_0173.jpg,0
dataset/images/img_0174.jpg,1
dataset/images/img_0175.jpg,1
dataset/images/img_0176.jpg,0
dataset/images/img_0177.jpg,0
dataset/images/img_0178.jpg,0
dataset/images/img_0179.jpg,0
dataset/images/img_0180.jpg,0
dataset/images/img_0181.jpg,0
dataset/images/img_0182.jpg,1
dataset/images/img_0183.jpg,1
dataset/images/img_0184.jpg,0
dataset/images/img_0185.jpg,0
dataset/images/img_0186.jpg,0
dataset/images/img_0187.jpg,0
dataset/images/img_0188.jpg,1
dataset/images/img_0189.jpg,0
dataset/images/img_0190.jpg,1
dataset/images/img_0191.jpg,1
dataset/images/img_0192.jpg,0
dataset/images/img_0193.jpg,1
dataset/images/img_0194.jpg,1
dataset/images/img_0195.jpg,0
dataset/images/img_0196.jpg,1
dataset/images/img_0197.jpg,0
dataset/images/img_0198.jpg,1
dataset/images/img_0199.jpg,0
